Name,Type,Rarity,Price,Type2,Description,Found1,Found2
Bolt of sea monster slaying,Amunition,Very rare,5000 gp,,"Magic weapon meant to slay a particular kind of creature. If a creature belonging to the type, race, or group associated with the bolt of slaying (sea monster or aquatic beast) takes damage from the arrow, the creature must make a DC 17 Constitution saving throw, taking an extra 6d10 piercing damage on a failed save, or half as much extra damage on a successful one. Once an arrow of slaying deals its extra damage to a creature, it becomes a nonmagical arrow.",,
Styxroot,Drug (tea or snack),Very rare,2000 gp / 100 g,,"A root that grows on the margins of the river Styx in the Seven Hells. Eating it raw or making tea out of it makes the individual unable to remember anything that happens to them for the next 8 hours. A constitution saving throw of 12 lowers it to 6 hours, 15 to 4 hours, 18 to 1 hour, or 20 to completely ignore the effect.",,
Hair Strand of a Zephyr,Wondrous item,Very rare,20000 gp,,"Fine silvery hair strand about 40 cm long. When affixed to a 4-legged creature, it allow it to move normally while floating 4 inches above the ground. This effect means the creature can cross or stand above nonsolid or unstable surfaces, such as water or lava. The creature leaves no tracks and ignores difficult terrain. In addition, the creature can move at normal speed for up to 12 hours a day without suffering exhaustion from a forced march.",,
Potion of supreme healing,Potion,Very rare,20000 gp,,10d4 + 20 Healing,,
Ring of Regeneration,Equipment (ring),Very rare,70000 gp,Attunement,"Thin wooden ring carved with vine patterns. While wearing this ring, you regain 1d6 hit points every 10 minutes, provided that you have at least 1 hit point. If you lose a body part, the ring causes the missing part to regrow and return to full functionality after 1d6 + 1 days if you have at least 1 hit point the whole time.",,
Levistus's taper,Wondrous item,Very rare,2500 gp,Attunement,"10 cm thick, 30 cm tall blue candle with black markings sculpted in the wax. The runes are there to honour the Rogue Archedevil. The candle's magic is activated when the candle is lit, which requires an action. After burning for 4 hours, the candle is destroyed. You can snuff it out early for use at a later time. Deduct the time it burned in increments of 1 minute from the candle's total burn time.
While lit, the candle sheds dim light in a 30-foot radius. Any creature within that light whose alignment matches that of the candle (lawful evil) or a connection with the divinity (being possesed, for instance) makes attack rolls, saving throws, and ability checks with advantage. In addition, a cleric or druid in the light whose alignment matches the candle's can cast 1st-level spells he or she has prepared without expending spell slots, though the spell's effect is as if cast with a 1st-level slot. A character with a connection to the divinity but not sharing their evil alignement, when using the candle for 1 hour, risks of getting a corruption point.
Alternatively, when you light the candle for the first time, you can cast the gate spell with it. Doing so destroys the candle.",,
Amaunator's taper,Wondrous item,Very rare,1500 gp,Attunement,"10 cm thick, 30 cm tall white candle with golden markings sculpted in the wax. The runes are there to honour the Morning Lord. The candle's magic is activated when the candle is lit, which requires an action. After burning for 4 hours, the candle is destroyed. You can snuff it out early for use at a later time. Deduct the time it burned in increments of 1 minute from the candle's total burn time.
While lit, the candle sheds dim light in a 30-foot radius. Any creature within that light whose alignment matches that of the candle (lawful neutral) makes attack rolls, saving throws, and ability checks with advantage. In addition, a cleric or druid in the light whose alignment matches the candle's can cast 1st-level spells he or she has prepared without expending spell slots, though the spell's effect is as if cast with a 1st-level slot.
Alternatively, when you light the candle for the first time, you can cast the gate spell with it. Doing so destroys the candle.",In the secret library in the House of the Morning Lord,
Auril's taper,Wondrous item,Very rare,2500 gp,Attunement,"10 cm thick, 30 cm tall white candle with silver markings sculpted in the wax. The runes are there to honour the Frostmaiden. The candle's magic is activated when the candle is lit, which requires an action. After burning for 4 hours, the candle is destroyed. You can snuff it out early for use at a later time. Deduct the time it burned in increments of 1 minute from the candle's total burn time.
While lit, the candle sheds dim light in a 30-foot radius. Any creature within that light whose alignment matches that of the candle (neutral evil) or a connection with the divinity (Auril's blessing, for instance) makes attack rolls, saving throws, and ability checks with advantage. In addition, a cleric or druid in the light whose alignment matches the candle's can cast 1st-level spells he or she has prepared without expending spell slots, though the spell's effect is as if cast with a 1st-level slot. A character with a connection to the divinity but not sharing ther evil alignement, when using the candle for 1 hour, risks getting a corruption point.
Alternatively, when you light the candle for the first time, you can cast the gate spell with it. Doing so destroys the candle.",,
Scale of the White Wyrm,Armor (scale mail),Very rare,25000 gp,Attunement,"This armor consists of a coat and leggings of leather covered with overlapping white scales. The suit includes gauntlets. As a Medium Armor, your AC is of 14 + Dex modifier (max 2). You have disadvantage on stealth checks. While wearing this armor, you gain a +1 bonus to AC, you have advantage on saving throws against the Frightful Presence and breath weapons of dragons, and you have resistance to cold damage. Additionally, you can focus your senses as an action to magically discern the distance and direction to the closest dragon within 30 miles of you that is of the same type as the armor. This special action can't be used again until the next dawn.",,
Efreeti Bottle,Wondrous item,Very rare,30000 gp,,"This painted brass bottle weighs 1 pound. When you use an action to remove the stopper, a cloud of thick smoke flows out of the bottle. At the end of your turn, the smoke disappears with a flash of harmless fire, and an efreeti appears in an unoccupied space within 30 feet of you. The first time the bottle is opened, the DM rolls to determine what happens. https://www.aidedd.org/dnd/om.php?vo=efreeti-bottle ",,
Dancing Sword,Weapon (sword),Very rare,40000 gp,Attunement,"Fancy-looking sword with a long, thin blade and a hand gard carved as two open wings around a clear blue gem. At the end of the hilt is attached two ribbons of the same colour. You can use a bonus action to toss this magic sword into the air and speak the command word. When you do so, the sword begins to hover, flies up to 30 feet, and attacks one creature of your choice within 5 feet of it. The sword uses your attack roll and ability score modifier to damage rolls. While the sword hovers, you can use a bonus action to cause it to fly up to 30 feet to another spot within 30 feet of you. As part of the same bonus action, you can cause the sword to attack one creature within 5 feet of it. After the hovering sword attacks for the fourth time, it flies up to 30 feet and tries to return to your hand. If you have no hand free, it falls to the ground at your feet. If the sword has no unobstructed path to you, it moves as close to you as it can and then falls to the ground. It also ceases to hover if you grasp it or move more than 30 feet away from it.",,
Ioun Stones of Leadership,Equipment (earrings),Very rare,40000 gp,Attunement,"This set of earrings is made of a gold stud to which are suspended, on one side a green gem, and a simlar gem, but pink on the other. While wearing the set, your Charisma score increases by 2, to a maximum of 20.",,
Dwarven Plate,Armor (plate),Very rare,50000 gp,,"While wearing this armor, you gain a +2 bonus to AC. In addition, if an effect moves you against your will along the ground, you can use your reaction to reduce the distance you are moved by up to 10 feet. This armor is fitted for dwarves and gives disavantage to stealth checks.",,
Belt of Frost Giant Strength,Equipment (belt),Very rare,50000 gp,Attunement,"Belt of blackened leather polished through wear orned by a buckle in which is carved the dwarvish rune for winter. While wearing this belt, your Strength score changes to 23. The item has no effect on you if your Strength without the belt is equal to or greater than the belt's score.",,
Leather of the metal idol,Armor (studded leather),Very rare,50000 gp,,"This light armor is made from tough but flexible leather, studded leather is reinforced with close-set rivets or spikes. It protects you and would look great with black hair, piercings and black and white makeup. You have a bonus to AC of +2 while wearing this armor. ",,
Oathbow,Weapon (longbow),Very rare,77000 gp,Attunement,"Bow made of dark wood and elvish carvings picturing vines and the text ""Swift death to you who have wronged me."" When you nock an arrow on this bow, it whispers in Elvish, ""Swift defeat to my enemies."" When you use this weapon to make a ranged attack, you can, as a command phrase, say, ""Swift death to you who have wronged me."" The target of your attack becomes your sworn enemy until it dies or until dawn seven days later. You can have only one such sworn enemy at a time. When your sworn enemy dies, you can choose a new one after the next dawn. When you make a ranged attack roll with this weapon against your sworn enemy, you have advantage on the roll. In addition, your target gains no benefit from cover, other than total cover, and you suffer no disadvantage due to long range. If the attack hits, your sworn enemy takes an extra 3d6 piercing damage. While your sworn enemy lives, you have disadvantage on attack rolls with all other weapons.",Found in the first half-moon tomb in the Lonelywood elven tomb.,
Sword of Sharpness,Weapon (sword),Very rare,70000 gp,Attunement,"When you attack an object with this magic sword and hit, maximize your weapon damage dice against the target. When you attack a creature with this weapon and roll a 20 on the attack roll, that target takes an extra 14 slashing damage. Then roll another d20. If you roll a 20, you lop off one of the target's limbs, with the effect of such loss determined by the DM. If the creature has no limb to sever, you lop off a portion of its body instead. In addition, you can speak the sword's command word to cause the blade to shed bright light in a 10-foot radius and dim light for an additional 10 feet. Speaking the command word again or sheathing the sword puts out the light.",,
Arrow of dragon slaying,Amunition,Very rare,25000 gp,,"Magic weapon meant to slay a particular kind of creature. If a creature belonging to the type, race, or group associated with an arrow of slaying takes damage from the arrow, the creature must make a DC 17 Constitution saving throw, taking an extra 6d10 piercing damage on a failed save, or half as much extra damage on a successful one. Once an arrow of slaying deals its extra damage to a creature, it becomes a nonmagical arrow.",,
Bolt of dragon slaying,Amunition,Very rare,25000 gp,,"Magic weapon meant to slay a particular kind of creature. If a creature belonging to the type, race, or group associated with an arrow of slaying takes damage from the arrow, the creature must make a DC 17 Constitution saving throw, taking an extra 6d10 piercing damage on a failed save, or half as much extra damage on a successful one. Once an arrow of slaying deals its extra damage to a creature, it becomes a nonmagical arrow.",,
Ioun Stone of Intellect,Equipment (headgear),Very rare,50000 gp,Attunement,"This marbled scarlet and blue round gem is mounted on an intricate silver circlet. While wearing it, your Intelligence score increases by 2, to a maximum of 20.",,
Helm of Brilliance,Equipment (headgear),Very rare,50000 gp,Attunement,"Painfully bedazzling helm set with 1d10 diamonds, 2d10 rubies, 3d10 fire opals, and 4d10 opals. Any gem pried from the helm crumbles to dust. When all the gems are removed or destroyed, the helm loses its magic. You gain the following benefits while wearing it: • You can use an action to cast one of the following spells (save DC 18), using one of the helm's gems of the specified type as a component: daylight (opal), fireball (fire opal), prismatic spray (diamond), or wall of fire (ruby). The gem is destroyed when the spell is cast and disappears from the helm. • As long as it has at least one diamond, the helm emits dim light in a 30-foot radius when at least one undead is within that area. Any undead that starts its turn in that area takes 1d6 radiant damage. • As long as the helm has at least one ruby, you have resistance to fire damage. • As long as the helm has at least one fire opal, you can use an action and speak a command word to cause one weapon you are holding to burst into flames. The flames emit bright light in a 10-foot radius and dim light for an additional 10 feet. The flames are harmless to you and the weapon. When you hit with an attack using the blazing weapon, the target takes an extra 1d6 fire damage. The flames last until you use a bonus action to speak the command word again or until you drop or stow the weapon. Roll a d20 if you are wearing the helm and take fire damage as a result of failing a saving throw against a spell. On a roll of 1, the helm emits beams of light from its remaining gems. Each creature within 60 feet of the helm other than you must succeed on a DC 17 Dexterity saving throw or be struck by a beam, taking radiant damage equal to the number of gems in the helm. The helm and its gems are then destroyed.",,
Cloak of Arachnida,Equipment (cloak),Very rare,50000 gp,Attunement,"This fine garment is made of black silk interwoven with faint silvery threads. While wearing it, you gain the following benefits: you have resistance to poison damage; you have a climbing speed equal to your walking speed; you can move up, down, and across vertical surfaces and upside down along ceilings, while leaving your hands free; you can't be caught in webs of any sort and can move through webs as if they were difficult terrain; you can use an action to cast the web spell (save DC 13). The web created by the spell fills twice its normal area. Once used, this property of the cloak can't be used again until the next dawn.",,
Ioun Stone of Insight,Equipment (headgear),Very rare,70000 gp,Attunement,"This incandescent blue round gem is mounted on a silver round circlet. While wearing it, your Wisdom score increases by 2, to a maximum of 20.",,
Carpet of Flying,Wondrous item,Very rare,40000 gp,,"Beautifully made 4 ft. x 6 ft. carpet. Its main colour is a night sky blue with paler blue and white intricate patterns including snowflake and reindeer details. You can speak the carpet's command word as an action to make the carpet hover and fly. It moves according to your spoken directions, provided that you are within 30 feet of it. Its flying speed is of 60 ft. and it can carry 400 lb.",,
Rod of Alertness,Wondrous item,Very rare,50000 gp,Attunement,"This rod has a flanged head and the following properties. Alertness. While holding the rod, you have advantage on Wisdom (Perception) checks and on rolls for initiative. Spells. While holding the rod, you can use an action to cast one of the following spells from it: detect evil and good, detect magic, detect poison and disease, or see invisibility. Protective Aura. As an action, you can plant the haft end of the rod in the ground, whereupon the rod's head sheds bright light in a 60-foot radius and dim light for an additional 60 feet. While in that bright light, you and any creature that is friendly to you gain a +1 bonus to AC and saving throws and can sense the location of any invisible hostile creature that is also in the bright light. The rod's head stops glowing and the effect ends after 10 minutes, or when a creature uses an action to pull the rod from the ground. This property can't be used again until the next dawn.",,
Staff of Thunder and Lightning,Weapon (staff),Very rare,70000 gp,Attunement,"Silver staff carved so the bottom half is straight and solid, while the top starts from an intricate network of connecting ligntning strikes. Flickers of thunder energy are visible around the carved lightnings, their brightness depending of the number of charges in the staff. This staff can be wielded as a magic quarterstaff that grants a +2 bonus to attack and damage rolls made with it. It also has the following additional properties. When one of these properties is used, it can't be used again until the next dawn. Lightning. When you hit with a melee attack using the staff, you can cause the target to take an extra 2d6 lightning damage. Thunder. When you hit with a melee attack using the staff, you can cause the staff to emit a crack of thunder, audible out to 300 feet. The target you hit must succeed on a DC 17 Constitution saving throw or become stunned until the end of your next turn. Lightning Strike. You can use an action to cause a bolt of lightning to leap from the staff's tip in a line that is 5 feet wide and 120 feet long. Each creature in that line must make a DC 17 Dexterity saving throw, taking 9d6 lightning damage on a failed save, or half as much damage on a successful one. Thunderclap. You can use an action to cause the staff to issue a deafening thunderclap, audible out to 600 feet. Each creature within 60 feet of you (not including you) must make a DC 17 Constitution saving throw. On a failed save, a creature takes 2d6 thunder damage and becomes deafened for 1 minute. On a successful save, a creature takes half damage and isn't deafened. Thunder and Lightning. You can use an action to use the Lightning Strike and Thunderclap properties at the same time. Doing so doesn't expend the daily use of those properties, only the use of this one.",,
Staff of Power,Weapon (staff),Very rare,60000 gp,"Attunement by a sorcerer, warlock or wizard","Ths staff was carved expertly out of a dark wood essence. It is very straight and ornated only of arcane markings. This staff can be wielded as a magic quarterstaff that grants a +2 bonus to attack and damage rolls made with it. While holding it, you gain a +2 bonus to Armor Class, saving throws, and spell attack rolls. The staff has 20 charges for the following properties. The staff regains 2d8 + 4 expended charges daily at dawn. If you expend the last charge, roll a d20. On a 1, the staff retains its +2 bonus to attack and damage rolls but loses all other properties. On a 20, the staff regains 1d8 + 2 charges. Power Strike. When you hit with a melee attack using the staff, you can expend 1 charge to deal an extra 1d6 force damage to the target. Spells. While holding this staff, you can use an action to expend 1 or more of its charges to cast one of the following spells from it, using your spell save DC and spell attack bonus: cone of cold (5 charges), fireball (5th-level version, 5 charges), globe of invulnerability (6 charges), hold monster (5 charges), levitate (2 charges), lightning bolt (5th-level version, 5 charges), magic missile (1 charge), ray of enfeeblement (1 charge), or wall of force (5 charges). Retributive Strike. You can use an action to break the staff over your knee or against a solid surface, performing a retributive strike. The staff is destroyed and releases its remaining magic in an explosion that expands to fill a 30-foot-radius sphere centered on it. You have a 50 percent chance to instantly travel to a random plane of existence, avoiding the explosion. If you fail to avoid the effect, you take force damage equal to 16 x the number of charges in the staff. Every other creature in the area must make a DC 17 Dexterity saving throw. On a failed save, a creature takes an amount of damage based on how far away it is from the point of origin, as shown in the following table. On a successful save, a creature takes half as much damage. https://www.aidedd.org/dnd/om.php?vo=staff-of-power",,Traveler
Mirror of Life Trapping,Wondrous item,Very rare,90000 gp,,"When this 4-foot-tall mirror is viewed indirectly, its surface shows faint images of creatures. The mirror weighs 50 pounds, and it has AC 11, 10 hit points, and vulnerability to bludgeoning damage. It shatters and is destroyed when reduced to 0 hit points. If the mirror is hanging on a vertical surface and you are within 5 feet of it, you can use an action to speak its command word and activate it. It remains activated until you use an action to speak the command word again. Any creature other than you that sees its reflection in the activated mirror while within 30 feet of it must succeed on a DC 15 Charisma saving throw or be trapped, along with anything it is wearing or carrying, in one of the mirror's twelve extradimensional cells. This saving throw is made with advantage if the creature knows the mirror's nature, and constructs succeed on the saving throw automatically. An extradimensional cell is an infinite expanse filled with thick fog that reduces visibility to 10 feet. Creatures trapped in the mirror's cells don't age, and they don't need to eat, drink, or sleep. A creature trapped within a cell can escape using magic that permits planar travel. Otherwise, the creature is confined to the cell until freed. If the mirror traps a creature but its twelve extradimensional cells are already occupied, the mirror frees one trapped creature at random to accommodate the new prisoner. A freed creature appears in an unoccupied space within sight of the mirror but facing away from it. If the mirror is shattered, all creatures it contains are freed and appear in unoccupied spaces near it. While within 5 feet of the mirror, you can use an action to speak the name of one creature trapped in it or call out a particular cell by number. The creature named or contained in the named cell appears as an image on the mirror's surface. You and the creature can then communicate normally.
In a similar way, you can use an action to speak a second command word and free one creature trapped in the mirror. The freed creature appears, along with its possessions, in the unoccupied space nearest to the mirror and facing away from it.",,
Amulet of the Planes,Necklace,Very rare,90000 gp,Attunement,"While wearing this amulet, you can use an action to name a location that you are familiar with on another plane of existence. Then make a DC 15 Intelligence check. On a successful check, you cast the plane shift spell. On a failure, you and each creature and object within 15 feet of you travel to a random destination. Roll a d100. On a 1-60, you travel to a random location on the plane you named. On a 61-100, you travel to a randomly determined plane of existence.",,
Potion of Stone Giant Strength,Potion,Legendary,290000 gp,,"When you drink this potion, your Strength score changes to 29 for 1 hour. The potion has no effect on you if your Strength is equal to or greater than that score. You also gain resistance to bludgeonning damage while the potion is in effect. This potion's transparent liquid has floating in it a sliver of fingernail from a giant of the appropriate type.",,
Sovereign Glue,Potion,Legendary,250000 gp,,"This viscous, milky-white substance can form a permanent adhesive bond between any two objects. It must be stored in a jar or flask that has been coated inside with oil of slipperiness. When found, a container contains 1d6 + 1 ounces. One ounce of the glue can cover a 1-foot square surface. The glue takes 1 minute to set. Once it has done so, the bond it creates can be broken only by the application of universal solvent or oil of etherealness, or with a wish spell.",,
Universal Solvent,Potion,Legendary,250000 gp,,"This tube holds milky liquid with a strong alcohol smell. You can use an action to pour the contents of the tube onto a surface within reach. The liquid instantly dissolves up to 1 square foot of adhesive it touches, including sovereign glue.",,
Iron Horn of Valhalla,Wondrous item,Legendary,500000 gp,,"You can use an action to blow this horn. In response, 5d4 + 5 warrior spirits from the Valhalla appear within 60 feet of you. They use the statistics of a berserker. They return to Valhalla after 1 hour or when they drop to 0 hit points. Once you use the horn, it can't be used again until 7 days have passed. If you blow the horn without meeting its requirement (proficiency with all martial weapons), the summoned berserkers attack you. If you meet the requirement, they are friendly to you and your companions and follow your commands.",,
Defender,Weapon (sword),Legendary,250000 gp,Attunement,"Well-balanced sword of simple, yet elegant design. While holding it, you can feel the quality of the craftsmanship. You gain a +3 bonus to attack and damage rolls made with this magic weapon. The first time you attack with the sword on each of your turns, you can transfer some or all of the sword's bonus to your Armor Class, instead of using the bonus on any attacks that turn. For example, you could reduce the bonus to your attack and damage rolls to +1 and gain a +2 bonus to AC. The adjusted bonuses remain in effect until the start of your next turn, although you must hold the sword to gain a bonus to AC from it.",,
Iron Flask,Wondrous item,Legendary,700000 gp,,"This iron bottle has a brass stopper. You can use an action to speak the flask's command word, targeting a creature that you can see within 60 feet of you. If the target is native to a plane of existence other than the one you're on, the target must succeed on a DC 17 Wisdom saving throw or be trapped in the flask. If the target has been trapped by the flask before, it has advantage on the saving throw. Once trapped, a creature remains in the flask until released. The flask can hold only one creature at a time. A creature trapped in the flask doesn't need to breathe, eat, or drink and doesn't age. You can use an action to remove the flask's stopper and release the creature the flask contains. The creature is friendly to you and your companions for 1 hour and obeys your commands for that duration. If you give no commands or give it a command that is likely to result in its death, it defends itself but otherwise takes no actions. At the end of the duration, the creature acts in accordance with its normal disposition and alignment. An identify spell reveals that a creature is inside the flask, but the only way to determine the type of creature is to open the flask. A newly discovered bottle might already contain a creature chosen by the DM or determined randomly. https://www.aidedd.org/dnd/om.php?vo=iron-flask ",,
Tough Skin: hide of the barbarian,Armor (hide),Legendary,300000 gp,,"This medium armor consists of thick furs and pelts. While wearing it, you don't look like you know nothing, and you have a bonus to AC of +3.",,
Pool of Mind Reading,Wondrous Item,Legendary,350000 gp,Attunement,"Flat bowl made of smoky cristal. When water is poured into it, it is possible to use it to cast the Scrying spell (save DC 17) while looking into it. You can use an action to cast the detect thoughts spell (save DC 17) while you are scrying with the crystal ball, targeting creatures you can see within 30 feet of the spell's sensor. You don't need to concentrate on this detect thoughts to maintain it during its duration, but it ends if scrying ends.",,
Cristal Ball of True Seeing,Wondrous Item,Legendary,350000 gp,Attunement,"Cristal ball the size of a fist, made of exceptionally regular and clear cristal. While touching it, you can cast the scrying spell (save DC 17) with it. While scrying with the crystal ball, you have truesight with a radius of 120 feet centered on the spell's sensor.",,
Ioun Stone of Mastery,Equipment (headgear),Legendary,450000 gp,Attunement," Upon attunement, this pale green prism fixes itself magically in the middle of your forehead and increases your proficiency bonus by 1.",,
Hammer of Thunderbolts,Weapon (hammer),Legendary,500000 gp,,"You gain a +1 bonus to attack and damage rolls made with this magic weapon. Giant's Bane (requires attunement). You must be wearing a belt of giant strength (any variety) and gauntlets of ogre power to attune to this weapon. The attunement ends if you take off either of those items. While you are attuned to this weapon and holding it, your Strength score increases by 4 and can exceed 20, but not 30. When you roll a 20 on an attack roll made with this weapon against a giant, the giant must succeed on a DC 17 Constitution saving throw or die. The hammer also has 5 charges. While attuned to it, you can expend 1 charge and make a ranged weapon attack with the hammer, hurling it as if it had the thrown property with a normal range of 20 feet and a long range of 60 feet. If the attack hits, the hammer unleashes a thunderclap audible out to 300 feet. The target and every creature within 30 feet of it must succeed on a DC 17 Constitution saving throw or be stunned until the end of your next turn. The hammer regains 1d4 + 1 expended charges daily at dawn.",,
Holy Avenger,Weapon (sword),Legendary,500000 gp,Attunement by a paladin,"Platinum sword with beautifully designed wing hand guards, fine carvings of flame pattenrs on the blade and pale sapphires included in the hilt. You gain a +3 bonus to attack and damage rolls made with this magic weapon. When you hit a fiend or an undead with it, that creature takes an extra 2d10 radiant damage. While you hold the drawn sword, it creates an aura in a 10-foot radius around you. You and all creatures friendly to you in the aura have advantage on saving throws against spells and other magical effects. If you have 17 or more levels in the paladin class, the radius of the aura increases to 30 feet.",,
Ring of Invisibility,Equipment (ring),Legendary,500000 gp,Attunement,"A ring of simple design that would be without pretention if it were not made of platinum. While wearing this ring, you can turn invisible as an action. Anything you are wearing or carrying is invisible with you. You remain invisible until the ring is removed, until you attack or cast a spell, or until you use a bonus action to become visible again.",,
Ring of Air Elemental Command,Equipment (ring),Legendary,700000 gp,Attunement,"Double-ciffed silver ring joined by two thin chains and beautifully engraved of arcane markings. While wearing this ring, you have advantage on attack rolls against air elementals, and they have disadvantage on attack rolls against you. The ring has 5 charges. It regains 1d4 + 1 expended charges daily at dawn. Spells cast from the ring have a save DC of 17. You can expend 2 of the ring's charges to cast dominate monster on an air elemental. In addition, when you fall, you descend 60 feet per round and take no damage from falling. You can also speak and understand Auran. Exalted: If you help slay an air elemental while attuned to the ring, you gain access to the following additional properties: • You have resistance to lightning damage; • You have a flying speed equal to your walking speed and can hover; • You can cast the following spells from the ring, expending the necessary number of charges: chain lightning (3 charges), gust of wind (2 charges), or wind wall (1 charge).",,
Ring of Earth Elemental Command,Equipment (ring),Legendary,700000 gp,Attunement,"Double-ciffed silver ring joined by two thin chains and beautifully engraved of arcane markings. While wearing this ring, you have advantage on attack rolls against earth elementals, and they have disadvantage on attack rolls against you. The ring has 5 charges. It regains 1d4 + 1 expended charges daily at dawn. Spells cast from the ring have a save DC of 17. You can expend 2 of the ring's charges to cast dominate monster on an earth elemental. In addition, you can move in difficult terrain that is composed of rubble, rocks, or dirt as if it were normal terrain. You can also speak and understand Terran. Exalted: If you help slay an earth elemental while attuned to the ring, you gain access to the following additional properties: • You have resistance to acid damage; • You can move through solid earth or rock as if those areas were difficult terrain. If you end your turn there, you are shunted out to the nearest unoccupied space you last occupied; • You can cast the following spells from the ring, expending the necessary number of charges:  stone shape (2 charges), stoneskin (3 charges), or wall of stone (3 charges).",,
Ring of Fire Elemental Command,Equipment (ring),Legendary,700000 gp,Attunement,"Double-ciffed silver ring joined by two thin chains and beautifully engraved of arcane markings. While wearing this ring, you have advantage on attack rolls against fire elementals, and they have disadvantage on attack rolls against you. The ring has 5 charges. It regains 1d4 + 1 expended charges daily at dawn. Spells cast from the ring have a save DC of 17. You can expend 2 of the ring's charges to cast dominate monster on a fire elemental. In addition, you have resistance to fire damage. You can also speak and understand Ignan. Exalted: If you help slay a fire elemental while attuned to the ring, you gain access to the following additional properties: • You are immune to fire damage; • You can move through solid earth or rock as if those areas were difficult terrain. If you end your turn there, you are shunted out to the nearest unoccupied space you last occupied; • You can cast the following spells from the ring, expending the necessary number of charges:  burning hands (1 charge), fireball (2 charges), and wall of fire (3 charges).",,
Ring of Water Elemental Command,Equipment (ring),Legendary,700000 gp,Attunement,"Double-ciffed silver ring joined by two thin chains and beautifully engraved of arcane markings. While wearing this ring, you have advantage on attack rolls against water elementals, and they have disadvantage on attack rolls against you. The ring has 5 charges. It regains 1d4 + 1 expended charges daily at dawn. Spells cast from the ring have a save DC of 17. You can expend 2 of the ring's charges to cast dominate monster on a water elemental. In addition, you can stand on and walk across liquid surfaces as if they were solid ground. You can also speak and understand Aquan. Exalted: If you help slay a water elemental while attuned to the ring, you gain access to the following additional properties: • You can breathe underwater and have a swimming speed equal to your walking speed; • You can cast the following spells from the ring, expending the necessary number of charges: create or destroy water (1 charge), control water (3 charges), ice storm (2 charges), or wall of ice (3 charges).",,
Armor of invulnerability,Armor (plate),Legendary,500000 gp,Attunement,"AC 18. You have resistance to nonmagical damage while you wear this armor. Additionally, you can use an action to make yourself immune to nonmagical damage for 10 minutes or until you are no longer wearing the armor. Once this special action is used, it can't be used again until the next dawn. You have disavantage on stealth checks.",,
Ring of Spell Turning,Equipment (ring),Legendary,500000 gp,Attunement,"Golden ring set with a rectangle mirror. While wearing this ring, you have advantage on saving throws against any spell that targets only you (not in an area of effect). In addition, if you roll a 20 for the save and the spell is 7th level or lower, the spell has no effect on you and instead targets the caster, using the slot level, spell save DC, attack bonus, and spellcasting ability of the caster.",,
Shard of Telepathy,Wondrous item,Legendary,600000 gp,Attunement,"Magical ice shard. It is long like a hand and shaped roughly like a tear. It cannot be melted by natural heat. While touching it, you can cast the scrying spell (save DC 17) with it. While scrying with the crystal ball, you can communicate telepathically with creatures you can see within 30 feet of the spell's sensor. You can also use an action to cast the suggestion spell (save DC 17) through the sensor on one of those creatures. You don't need to concentrate on this suggestion to maintain it during its duration, but it ends if scrying ends. Once used, the suggestion power of the shard can't be used again until the next dawn.",,
Robe of the Archmagi,Equipment (robe),Legendary,700000 gp,"Attunement by a sorcerer, a warlock or a wizard of the corresponding alignment","This elegant garment is made from exquisite cloth of white, gray, or black and adorned with silvery runes. The robe's color corresponds to the alignment for which the item was created. A white robe was made for good, gray for neutral, and black for evil. You gain these benefits while wearing the robe: • If you aren't wearing armor, your base Armor Class is 15 + your Dexterity modifier; • You have advantage on saving throws against spells and other magical effects; • Your spell save DC and spell attack bonus each increase by 2.",,
Staff of the Magi,Weapon (staff),Legendary,600000 gp,"Attunement by a sorcerer, warlock or wizard","Staff sculpted out of a clear wood. It is straight and sophisticatedly carved with arcane runes. This staff can be wielded as a magic quarterstaff that grants a +2 bonus to attack and damage rolls made with it. While you hold it, you gain a +2 bonus to spell attack rolls. The staff has 50 charges for the following properties. It regains 4d6 + 2 expended charges daily at dawn. If you expend the last charge, roll a d20. On a 20, the staff regains 1d12 + 1 charges. Spells absorbtion, spells and retributive strike. https://www.aidedd.org/dnd/om.php?vo=staff-of-the-magi ",,
Plate Armor of Etherealness,Armor (plate),Legendary,700000 gp,Attunement,"While you're wearing this armor, you can speak its command word as an action to gain the effect of the etherealness spell, which last for 10 minutes or until you remove the armor or use an action to speak the command word again. This property of the armor can't be used again until the next dawn. (Heavy armor, AC 18, required Strength score 15, Disadvantage on Stealth)""",,
Ring of Djinni Summoning,Equipment (ring),Legendary,500000 gp,Attunement,"Ostentatious gold ring mounted with a uniquely large and clear sapphire. While wearing this ring, you can speak its command word as an action to summon a particular djinni from the Elemental Plane of Air. The djinni appears in an unoccupied space you choose within 120 feet of you. It remains as long as you concentrate (as if concentrating on a spell), to a maximum of 1 hour, or until it drops to 0 hit points. It then returns to its home plane. While summoned, the djinni is friendly to you and your companions. It obeys any commands you give it, no matter what language you use. If you fail to command it, the djinni defends itself against attackers but takes no other actions. After the djinni departs, it can't be summoned again for 24 hours, and the ring becomes nonmagical if the djinni dies.",,
Yggdrasil's Sap,Drug (drink),Legendary,90000 gp,,"A tiny cristal vial contains one drop of a thick, shimmery golden liquid. A legendary drug that causes you to see into your future. This future is usually the users own death if they don't pass the DC 15 Constitution saving throw to not die from it.",,
